ID_TRC,PROPRIETAIRE_REF,CODE_ARR,FORME,RUELLE_ID,DATE_AMENAGEMENT,DATE_BONIFICATION,CIRCULATION,TYPE_AMENAGEMENT,TYPE_RECOUVREMENT,SUPERFICIE_RUELLE_M2,SUPERFICIE_VERDISSEMENT_M2,NUMERO_DE_RESOLUTION,DATE_MAJ
403365,"Plateau - Mont-Royal","PMR","A","PMR-A-1000079","20170901",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",218.545,"4.7",,"20191113"
403654,"Plateau - Mont-Royal","PMR","I","PMR-I-1000015","20000801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",389.287,,,"20191115"
403734,"Plateau - Mont-Royal","PMR","H","PMR-H-1000026","20030801",20130801,"Fermée","Mobilier","Asphalté ou bétonnée",133.025,,,"20191114"
403969,"Plateau - Mont-Royal","PMR","H","PMR-H-1000026","20030801",20130801,"Ouverte","Mobilier","Asphalté ou bétonnée",154.281,"0",,"20191114"
404149,"Plateau - Mont-Royal","PMR","H","PMR-H-1000077","20190914",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.165,"8.78",,"20191113"
404077,"Plateau - Mont-Royal","PMR","H","PMR-H-1000077","20190914",,"Ouverte","Mobilier","Asphalté ou bétonnée",101.04,"1",,"20191107"
405924,"Verdun","VRD","H","VRD-H-1020122","20120922",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",148.968,,,"20201126"
406078,"Verdun","VRD","H","VRD-H-1020122","20120922",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",199.863,,,"20201126"
404091,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056","20150801",,"Fermée","Plates-bandes","Végétalisée",104.008,"77.79",,"20191113"
403216,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000071","20150701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",285.167,,,"20191127"
401460,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000033",,,"Ouverte",,"Asphalté ou bétonnée",169.723,"0",,"20191112"
403784,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056","20150801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",83.618,"9.7",,"20191113"
403850,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000011","20120701",,"Ouverte","Mobilier",,1285.898,"22",,"20191112"
404010,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083","20210801",,"Fermée",,"Végétalisée",97.857,,,"20201127"
404152,"Plateau - Mont-Royal","PMR","J","PMR-J-1000012","19990801",20180801,"Fermée","Plates-bandes","Végétalisée",104.525,"31.64",,"20191114"
403857,"Plateau - Mont-Royal","PMR","A","PMR-A-1000023","20010801",20160801,"Fermée","Plates-bandes","Végétalisée",89.006,"89",,"20191114"
403738,"Plateau - Mont-Royal","PMR","T","PMR-T-1000014","20000801",,"Ouverte","Mobilier","Asphalté ou bétonnée",133.334,,,"20191115"
406085,"Verdun","VRD","H","VRD-H-1020111","20110529",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",202.558,,,"20201126"
404684,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1200008","20160701",20200701,"Fermeture saisonnière","Plates-bandes et marquage au sol","Asphalté ou bétonnée",694.526,"1.11",,"20201124"
404741,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100013","20170701",,"Ouverte",,,707.512,,,"20191022"
405540,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300018","20200701",,"Fermeture saisonnière","Plates-bandes et mobilier","Gazonnée",475.01,"9.7",,"20201124"
402751,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000032","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",96.677,,,"20191202"
402820,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000004","20110107",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",97.005,,,"20191115"
403562,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",90.038,,,"20191202"
403563,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000042","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",90.09,,,"20191202"
403617,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000049","20140701",,"Ouverte","Mobilier",,90.326,,,"20191126"
403062,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000104","20180701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",135.883,,,"20191129"
402412,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000097","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",116.552,,,"20191128"
403070,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000092","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",137.482,,,"20191128"
402393,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000014","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",422.468,,,"20191129"
402394,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000037","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",429.638,,,"20191202"
402727,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000061","20140701",20201028,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",169.808,"17",,"20201130"
402728,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000118","20130701",,"Partiellement fermée","Marquage au sol","Asphalté ou bétonnée",169.927,,,"20191202"
407005,"Verdun","VRD","J","VRD-J-1020141","20140531",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",154.229,,,"20201204"
405081,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1100023","20190701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",181.928,"1.6",,"20191022"
406596,"Verdun","VRD","J","VRD-J-1020121","20120922",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",903.321,,,"20201126"
405211,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1400001","20150701",20190701,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",101.235,,,"20191031"
405600,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1300019","20190701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",488.407,"8.6",,"20191031"
405601,"Villeray - St-Michel - Parc-Extension","VSMPE","L","VSMPE-L-1200012","20180701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",491.97,,,"20191024"
402824,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000092","20160701",,"Ouverte","Mobilier","Asphalté ou bétonnée",97.175,,,"20191128"
402414,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000107","20180701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",116.808,,,"20191129"
402416,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000030","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",116.952,,,"20191206"
402418,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000095","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",117.24,,,"20191128"
404048,"Plateau - Mont-Royal","PMR","T","PMR-T-1000041","20110801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1277.88,,,"20191114"
403126,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000116","20190701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",138.255,,,"20191202"
403128,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000115","20190701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",137.775,,,"20191202"
404310,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083","20210801",,"Fermée",,"Végétalisée",114.559,,,"20201127"
403325,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000058","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",72.094,,,"20191126"
403559,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000058","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",89.086,,,"20191126"
403520,"Plateau - Mont-Royal","PMR","I","PMR-I-1000039","20110801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",317.34,,,"20191114"
405935,"Verdun","VRD","H","VRD-H-1020143","20141004",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",165.126,,,"20201128"
406657,"Verdun","VRD","H","VRD-H-1020091","20090523",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",85.176,,,"20201126"
405938,"Verdun","VRD","H","VRD-H-1020161","20160514",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",166.499,,,"20201126"
406573,"Sud-Ouest","SO","A","SO-A-1004012","20160701",,"Ouverte",,"Asphalté ou bétonnée",232.659,,,"20191104"
406458,"Sud-Ouest","SO","A","SO-A-1004012","20160701",,"Ouverte","Plates-bandes","Mixte",199.565,"14.5",,"20191104"
406975,"Sud-Ouest","SO","S","SO-S-1004013","20160701",,"Ouverte","Plates-bandes","Mixte",486.363,"13.3",,"20191104"
403418,"Outremont","OUT","I","OUT-I-1000000","20090801",,"Ouverte","Mobilier","Asphalté ou bétonnée",310.097,,,"20191112"
406654,"Verdun","VRD","H","VRD-H-1020132","20130615",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",82.625,,,"20201126"
405637,"Verdun","VRD","H","VRD-H-1020132","20130615",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",97.5,,,"20201126"
402316,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000122","20201028",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",149.417,"7",,"20201130"
401195,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000012",,,"Ouverte",,"Asphalté ou bétonnée",154.118,"0",,"20191112"
403096,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000006","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",839.359,,,"20191125"
406066,"Sud-Ouest","SO","A","SO-A-1004009","20160701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",461.833,"33.8",,"20191104"
403868,"Plateau - Mont-Royal","PMR","A","PMR-A-1000046","20120801",,"Ouverte",,"Asphalté ou bétonnée",90.652,,,"20191113"
401253,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000052","20200903",,"Ouverte","Mobilier","Asphalté ou bétonnée",152.097,"1.44",,"20201113"
404815,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100030","20200701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",752.334,"27.1",,"20201123"
405684,"Verdun","VRD","H","VRD-H-1020112","20110924",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",108.198,,,"20201126"
402754,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000027","20120701",,"Partiellement fermée","Plates-bandes et mobilier","Mixte",96.313,,,"20191206"
403408,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000046","20130701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",83.611,,,"20191202"
404536,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100021","20190701",,"Ouverte","Mobilier","Asphalté ou bétonnée",547.349,"2",,"20191022"
404052,"Plateau - Mont-Royal","PMR","H","PMR-H-1000033","20080801",20150801,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1327.462,"106.68",,"20191118"
405941,"Verdun","VRD","H","VRD-H-1020143","20141004",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",168.799,,,"20201129"
405845,"Verdun","VRD","H","VRD-H-1020111","20110529",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",167.29,,,"20201126"
402860,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000048","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",179.653,,,"20191126"
403793,"Plateau - Mont-Royal","PMR","H","PMR-H-1000064","20170801",,"Fermée","Plates-bandes","Végétalisée",87.967,"87.96",,"20191113"
403871,"Plateau - Mont-Royal","PMR","H","PMR-H-1000064","20190801",,"Ouverte",,"Asphalté ou bétonnée",92.81,"0",,"20191113"
402616,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000095","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",93.875,,,"20191128"
402674,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000045","20130701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",94.426,,,"20191202"
403480,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000032","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",86.064,,,"20191202"
403482,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000060","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",86.368,,,"20191126"
403485,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000102","20170701",,"Fermée","Plates-bandes et mobilier","Mixte",86.614,,,"20191129"
403486,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000028","20120701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",86.955,,,"20191206"
402292,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000007","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",113.989,,,"20191125"
402995,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000097","20170701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",133.693,,,"20191128"
402769,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000008","20100701",,"Ouverte","Mobilier","Asphalté ou bétonnée",125.75,,,"20191129"
405939,"Verdun","VRD","H","VRD-H-1020101","20100605",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",166.556,,,"20201126"
405702,"Verdun","VRD","H","VRD-H-1020212",,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",145.181,,,"20201126"
405717,"Verdun","VRD","H","VRD-H-1020143","20141004",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",152.418,,,"20201127"
404736,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300018","20200701",,,,"Asphalté ou bétonnée",144.739,,,"20201124"
405526,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100014","20170701",,"Ouverte",,,448.901,,,"20191022"
402687,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000117","20190701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",95.72,,,"20191202"
402688,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000041","20130701",,"Fermée","Plates-bandes et mobilier","Mixte",95.782,,,"20191202"
402744,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000023","20120701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",96.159,,,"20191206"
403488,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000003","20100701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",87.082,,,"20191127"
403555,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000045","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",89.031,,,"20191202"
402997,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000002","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",134.104,,,"20191021"
403001,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000008","20100101",,"Ouverte","Mobilier","Asphalté ou bétonnée",134.584,,,"20191129"
403002,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000002","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",134.966,,,"20191021"
403003,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000094","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",135.136,,,"20191128"
403053,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000049","20140701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",135.148,,,"20191126"
402771,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000105","20180701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",126.043,,,"20191129"
402772,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000111","20180701",,"Ouverte","Mobilier","Asphalté ou bétonnée",126.136,,,"20191129"
402776,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000013","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",126.423,,,"20191129"
405942,"Verdun","VRD","H","VRD-H-1020143","20141004",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",169.219,,,"20201130"
406002,"Verdun","VRD","E","VRD-E-1020181","20180602",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",170.133,,,"20201126"
406006,"Verdun","VRD","H","VRD-H-1020171","20170527",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",172.033,,,"20201126"
406671,"Verdun","VRD","H","VRD-H-1020122","20120922",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1034.941,,,"20201126"
405718,"Verdun","VRD","T","VRD-T-1020142","20140920",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",152.513,,,"20201205"
402856,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000072","20150701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",128.791,,,"20191127"
402857,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000037","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",128.802,,,"20191202"
402914,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000075","20150701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",129.355,,,"20191127"
402399,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000064","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",440.012,,,"20171127"
402452,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000066","20150701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",445.203,,,"20191127"
405638,"Verdun","VRD","H","VRD-H-1020092","20091003",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",95.3,,,"20201126"
406009,"Verdun","VRD","H","VRD-H-1020171","20170527",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",172.49,,,"20201126"
405776,"Verdun","VRD","H","VRD-H-1020212",,,"Partiellement fermée","Plates-bandes et mobilier","Mixte",155.696,,,"20201126"
405778,"Verdun","VRD","H","VRD-H-1020101","20100605",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",156.254,,,"20201126"
405091,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1100023","20190701",,"Ouverte","Marquage au sol","Asphalté ou bétonnée",188.916,"0",,"20191022"
406600,"Verdun","VRD","I","VRD-I-1020151","20150606",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",943.149,,,"20201126"
406601,"Verdun","VRD","H","VRD-H-1020101","20100605",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",955.024,,,"20201126"
404869,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1200014",,,"Ouverte",,"Asphalté ou bétonnée",153.752,,,"20191024"
405387,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300010","20180701",,"Fermeture saisonnière",,,334.844,,,"20191028"
402430,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000049","20190701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",117.999,,,"20191126"
403624,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000065","20150701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",90.747,,,"20191127"
403626,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000014","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",90.852,,,"20191129"
403627,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000088","20160701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",91.161,,,"20191127"
403628,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000045","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",91.351,,,"20191202"
402730,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000079","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",170.986,,,"20191127"
402785,"Rosemont - La Petite-Patrie","RPP","L","RPP-L-1000051","20140701",,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",172.183,,,"20191126"
402499,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000069","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",156.822,,,"20191127"
402218,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",111.302,,,"20191202"
402457,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000090","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",447.377,,,"20191127"
402202,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000080","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1010.589,,,"20191127"
406012,"Verdun","VRD","E","VRD-E-1020181","20180602",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",173.54,,,"20201126"
405725,"Verdun","VRD","H","VRD-H-1020161","20160514",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1322.619,,,"20201126"
405782,"Verdun","VRD","H","VRD-H-1020161","20160514",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",156.935,,,"20201126"
405985,"Verdun","VRD","H","VRD-H-1020092","20091003",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",137.99,,,"20201126"
405986,"Verdun","VRD","T","VRD-T-1020152","20150613",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",138.517,,,"20201126"
406668,"Verdun","VRD","H","VRD-H-1020111","20110529",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1018.913,,,"20201126"
405390,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100019","20190701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",345.99,"11.5",,"20191021"
402481,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000115","20190701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",118.686,,,"20191202"
402482,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000049","20190701",,"Ouverte","Mobilier","Asphalté ou bétonnée",118.715,,,"20191126"
407020,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000100","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",118.74,,,"20191129"
402484,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000097","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",118.82,,,"20191128"
404117,"Plateau - Mont-Royal","PMR","T","PMR-T-1000042","20110801",20120801,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1498.006,,,"20191114"
404118,"Plateau - Mont-Royal","PMR","A","PMR-A-1000023","20010801",20160801,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1493.48,"246.89",,"20191114"
402601,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000005","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",92.104,,,"20191115"
402602,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000032","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",92.15,,,"20191202"
403827,"Plateau - Mont-Royal","PMR","J","PMR-J-1000012","19990801",20180801,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",875.4,"205.52",,"20191114"
403828,"Plateau - Mont-Royal","PMR","H","PMR-H-1000052","20150801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",876.894,"23.5",,"20191114"
403409,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000089","20160701",,"Ouverte","Mobilier","Asphalté ou bétonnée",83.699,,,"20191127"
402800,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000008","20100701",,"Ouverte","Mobilier","Asphalté ou bétonnée",175.328,,,"20191129"
402917,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000019","20110701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",130.103,,,"20191203"
402923,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000001","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",130.764,,,"20191115"
402227,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000096","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",112.034,,,"20191128"
402205,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000106","20180701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1019.875,,,"20191129"
402268,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000050","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1037.754,,,"20191126"
405726,"Verdun","VRD","J","VRD-J-1020141","20140531",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1327.677,,,"20201201"
405728,"Verdun","VRD","E","VRD-E-1020181","20180602",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1359.564,,,"20201126"
406533,"Sud-Ouest","SO","I","SO-I-1002010","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",1237.753,,,"20191103"
406582,"Sud-Ouest","SO","T","SO-T-1004020","20200701",,"Fermée","Plates-bandes et mobilier","Végétalisée",1278.445,"165",,"20201218"
406402,"Sud-Ouest","SO","H","SO-H-1004001","20170701",20191101,"Ouverte","Mobilier","Asphalté ou bétonnée",826.267,,,"20191104"
406670,"Verdun","VRD","H","VRD-H-1020092","20091003",,"Fermeture saisonnière","Plates-bandes","Asphalté ou bétonnée",1033.95,,,"20201126"
405068,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1200008","20160701",20200701,"Ouverte",,"Asphalté ou bétonnée",97.682,,,"20201124"
404535,"Villeray - St-Michel - Parc-Extension","VSMPE","I","VSMPE-I-1100016","20180701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",542.918,,,"20191022"
405453,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1100015","20170701",,"Ouverte",,,369.71,,,"20191022"
405455,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1100023","20190701",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",388.045,"6.7",,"20191022"
403472,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000110","20180701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",84.467,,,"20191129"
403474,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000089","20160701",,"Ouverte","Mobilier","Asphalté ou bétonnée",84.77,,,"20191127"
402279,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000092","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",112.576,,,"20191128"
402280,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000007","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",112.656,,,"20191125"
403117,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000109","20180701",,"Partiellement fermée","Plates-bandes et mobilier","Mixte",104.751,,,"20191129"
