ID_TRC,PROPRIETAIRE_REF,CODE_ARR,FORME,RUELLE_ID,DATE_AMENAGEMENT,DATE_BONIFICATION,CIRCULATION,TYPE_AMENAGEMENT,TYPE_RECOUVREMENT,SUPERFICIE_RUELLE_M2,SUPERFICIE_VERDISSEMENT_M2,NUMERO_DE_RESOLUTION,DATE_MAJ
403737,"Plateau - Mont-Royal","PMR","A","PMR-A-1000080","20200919",,"Fermée","Plates-bandes et mobilier","Végétalisée",132.757,"128.55",,"20201125"
402802,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000061","20140701",20201028,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",175.219,"12",,"20201130"
401396,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000044",,,"Ouverte",,"Asphalté ou bétonnée",159.288,,,"20191115"
403955,"Plateau - Mont-Royal","PMR","A","PMR-A-1000013","20000801",20200822,"Fermée","Plates-bandes et mobilier","Végétalisée",149.894,"48.47",,"20201125"
403956,"Plateau - Mont-Royal","PMR","I","PMR-I-1000072","20000802",,"Partiellement fermée","Plates-bandes","Mixte",150.313,,,"20191114"
403958,"Plateau - Mont-Royal","PMR","H","PMR-H-1000058","20150801",20160801,"Fermée","Plates-bandes","Végétalisée",150.608,"114.3",,"20191113"
403199,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000111","20180701",,"Partiellement fermée","Plates-bandes et mobilier","Mixte",140.662,,,"20191129"
403201,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000040","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",140.812,,,"20191202"
403202,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000070","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",140.817,,,"20191206"
402211,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000066","20150701",20201028,"Partiellement fermée","Plates-bandes et mobilier","Mixte",110.78,"16",,"20201130"
402607,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000102","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",92.676,,,"20191129"
403476,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000068","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",85.312,,,"20191127"
402464,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000062","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",468.615,,,"20191126"
402465,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000057","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",473.958,,,"20191126"
402517,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",481.138,,,"20191129"
402514,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000076","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",159.647,,,"20191127"
402515,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000104","20180701",,"Ouverte","Mobilier","Asphalté ou bétonnée",159.744,,,"20191129"
402564,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000081","20160701",,"Ouverte","Mobilier","Asphalté ou bétonnée",160.937,,,"20191127"
402566,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000101","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",161.304,,,"20191129"
402567,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000050","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",161.311,,,"20191126"
405931,"Verdun","VRD","T","VRD-T-1020131","20130513",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",163.862,,,"20201126"
406664,"Verdun","VRD","H","VRD-H-1020091","20090523",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",997.204,,,"20201126"
406422,"Verdun","VRD","H","VRD-H-1020132","20130615",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",631.254,,,"20201126"
404667,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300010","20180701",,"Fermée",,,140.626,,,"20191028"
404122,"Plateau - Mont-Royal","PMR","I","PMR-I-1000073","20180801",,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",1988.776,"202.83",,"20191113"
403823,"Plateau - Mont-Royal","PMR","A","PMR-A-1000082","20200912",,"Ouverte","Plates-bandes et mobilier","Mixte",854.621,"41.69",,"20201125"
403824,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056","20150801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",858.096,"137.61",,"20191113"
403825,"Plateau - Mont-Royal","PMR","I","PMR-I-1000025","20030801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",871.922,,,"20191114"
403830,"Plateau - Mont-Royal","PMR","H","PMR-H-1000022","20010801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",885.335,,,"20191114"
403205,"Rosemont - La Petite-Patrie","RPP","J","RPP-J-1000001","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",141.11,,,"20191021"
403207,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000050","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",141.258,,,"20191126"
402795,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000081","20160701",,"Ouverte","Mobilier","Asphalté ou bétonnée",173.339,,,"20191127"
402614,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000115","20190701",,"Ouverte","Mobilier","Asphalté ou bétonnée",93.551,,,"20191202"
403106,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",103.987,,,"20191129"
403107,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000046","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.154,,,"20191202"
403108,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000016","20110701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",104.231,,,"20191129"
403110,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000069","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",104.387,,,"20191127"
402528,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000088","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",524.06,,,"20191127"
402529,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000056","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",525.514,,,"20191126"
402993,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000019","20110701",,"Ouverte","Mobilier","Asphalté ou bétonnée",133.322,,,"20191203"
402766,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000064","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",125.51,,,"20191127"
402767,"Rosemont - La Petite-Patrie","RPP","F","RPP-F-1000029","20120701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",125.713,,,"20191206"
402368,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000025","20120701",,"Ouverte","Mobilier","Asphalté ou bétonnée",150.098,,,"20191206"
402370,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000106","20180701",,"Ouverte","Mobilier","Asphalté ou bétonnée",150.537,,,"20191129"
402372,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000077","20150701",,"Fermée","Plates-bandes et mobilier","Mixte",150.824,,,"20191127"
405655,"Verdun","VRD","H","VRD-H-1020171","20170527",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",1148.215,,,"20201126"
402937,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000123","20201028",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",188.323,"8",,"20201130"
404949,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1100015","20170701",,"Ouverte",,,170.731,,,"20191022"
405007,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1200014",,,"Ouverte",,"Asphalté ou bétonnée",173.025,,,"20191024"
403831,"Plateau - Mont-Royal","PMR","H","PMR-H-1000024","20030801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",885.786,,,"20191114"
403832,"Plateau - Mont-Royal","PMR","H","PMR-H-1000058","20150801",20160801,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",886.083,"25",,"20191113"
403834,"Plateau - Mont-Royal","PMR","I","PMR-I-1000005","19950801",,"Ouverte","Plates-bandes","Mixte",887.367,,,"20191115"
403897,"Plateau - Mont-Royal","PMR","A","PMR-A-1000034","20080801",20190817,"Ouverte","Plates-bandes","Asphalté ou bétonnée",896.412,"213.73",,"20191114"
402677,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000015","20110107",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",94.706,,,"20191129"
402679,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000041","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",94.914,,,"20191202"
402281,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000059","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",112.682,,,"20191126"
402282,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000044","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",112.69,,,"20191202"
403114,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000072","20150701",,"Partiellement fermée","Mobilier","Asphalté ou bétonnée",104.509,,,"20191127"
403546,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000057","20140701",,"Partiellement fermée","Plates-bandes et mobilier","Mixte",87.493,,,"20191126"
403120,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000042","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",105.146,,,"20191202"
403121,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000068","20150701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",105.191,,,"20191127"
402575,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000080","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",162.684,,,"20191127"
402578,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000070","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",163.023,,,"20191206"
402582,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000062","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",163.455,,,"20191126"
402377,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000087","20160701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",151.345,,,"20191127"
402381,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000108","20180701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",152.85,,,"20191129"
406342,"Sud-Ouest","SO","I","SO-I-1002013","20191001",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",797.168,"44",,"20191103"
406540,"Verdun","VRD","I","VRD-I-1020192","20190608",,"Ouverte","Plates-bandes","Mixte",829.192,,,"20190812"
405019,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1100025","20190701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",179.598,,,"20191023"
405021,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1100015","20170701",,"Ouverte",,,179.859,,,"20191022"
404733,"Villeray - St-Michel - Parc-Extension","VSMPE","H","VSMPE-H-1300018","20200701",,"Fermée","Mobilier","Asphalté ou bétonnée",144.638,,,"20201124"
402680,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000057","20140701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",94.917,,,"20191126"
402681,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000032","20130701",,"Ouverte","Mobilier","Asphalté ou bétonnée",95.41,,,"20191202"
403899,"Plateau - Mont-Royal","PMR","I","PMR-I-1000032","20080801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",914.763,,,"20191114"
403908,"Plateau - Mont-Royal","PMR","H","PMR-H-1000028","20030801",20180801,"Ouverte","Plates-bandes et mobilier","Mixte",967.133,,,"20191114"
403910,"Plateau - Mont-Royal","PMR","T","PMR-T-1000051","20140801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",974.551,,,"20191114"
402289,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000107","20180701",,"Ouverte","Mobilier","Asphalté ou bétonnée",113.351,,,"20191129"
402290,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000059","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",113.692,,,"20191126"
402346,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000096","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",114.662,,,"20191128"
402349,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000007","20100701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",114.971,,,"20191125"
403173,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000065","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",105.315,,,"20191127"
403178,"Rosemont - La Petite-Patrie","RPP","I","RPP-I-1000102","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",105.895,,,"20191129"
403179,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000024","20120701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",106.259,,,"20191206"
403180,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000066","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",106.291,,,"20191127"
402643,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000017","20110701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",164.125,,,"20191203"
402644,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000040","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",164.259,,,"20191202"
402645,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000094","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",164.365,,,"20191128"
402647,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000119","20201028",,"Partiellement fermée","Plates-bandes","Asphalté ou bétonnée",165.226,"0",,"20201130"
402385,"Rosemont - La Petite-Patrie","RPP","T","RPP-T-1000118","20130701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",153.198,,,"20191202"
402431,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000076","20150701",,"Ouverte","Mobilier","Asphalté ou bétonnée",153.518,,,"20191127"
402433,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000050","20140701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",154.132,,,"20191126"
405375,"Villeray - St-Michel - Parc-Extension","VSMPE","A","VSMPE-A-1100015","20170701",,"Ouverte",,,111.347,,,"20191022"
402746,"Rosemont - La Petite-Patrie","RPP","H","RPP-H-1000014","20110701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",96.266,,,"20191129"
401273,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000013","20130701",20180701,"Ouverte","Mobilier","Asphalté ou bétonnée",152.996,"1.1",,"20191111"
402147,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000017","20130701",,"Ouverte",,"Asphalté ou bétonnée",682.045,,,"20191111"
402149,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000018","20130701",20140701,"Ouverte","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",688.221,"22.34",,"20191111"
402159,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000036","20170701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",713.832,"20.18",,"20191111"
401357,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000055","20200924",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",165.301,"6.88",,"20201113"
403963,"Plateau - Mont-Royal","PMR","A","PMR-A-1000034","20080801",20190817,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",152.695,"19.05",,"20191114"
403787,"Plateau - Mont-Royal","PMR","A","PMR-A-1000082","20200912",,"Ouverte","Plates-bandes","Mixte",85.8,"41.81",,"20201125"
403306,"Plateau - Mont-Royal","PMR","I","PMR-I-1000045","20120801",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",215.565,,,"20191114"
406929,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000003","20150615",20160531,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",256.594,"45.49",,"20190718"
401987,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000021","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",328.282,"1.1",,"20191111"
401589,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042","20180701",,"Ouverte","Marquage au sol","Asphalté ou bétonnée",166.64,"0",,"20191111"
401593,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000021",,,"Ouverte",,"Asphalté ou bétonnée",167.29,"0",,"20191111"
401594,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000033",,,"Ouverte",,"Asphalté ou bétonnée",167.646,"0",,"20191112"
404292,"Outremont","OUT","H","OUT-H-1000002","20170801",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",166.964,,,"20191112"
401581,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000034",,,"Ouverte",,"Asphalté ou bétonnée",165.91,"0",,"20191111"
401582,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000034","20170701",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",165.985,"4.37",,"20191111"
401586,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000021","20140701",,"Ouverte","Mobilier","Asphalté ou bétonnée",166.366,"1.1",,"20191111"
403855,"Plateau - Mont-Royal","PMR","A","PMR-A-1000067","20170801",,"Ouverte",,"Asphalté ou bétonnée",88.678,"0",,"20191114"
403856,"Plateau - Mont-Royal","PMR","H","PMR-H-1000028","20030801",20180801,"Ouverte","Mobilier","Mixte",88.765,"9.8",,"20191114"
403858,"Plateau - Mont-Royal","PMR","A","PMR-A-1000046","20120801",,"Ouverte","Plates-bandes et mobilier","Mixte",89.341,,,"20191114"
403859,"Plateau - Mont-Royal","PMR","A","PMR-A-1000046","20120801",,"Ouverte",,"Asphalté ou bétonnée",89.554,,,"20191114"
403860,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078","20190801",,"Ouverte",,"Asphalté ou bétonnée",89.685,"0",,"20191113"
403861,"Plateau - Mont-Royal","PMR","H","PMR-H-1000047","20120801",20170801,"Ouverte",,"Asphalté ou bétonnée",90.103,,,"20191113"
403862,"Plateau - Mont-Royal","PMR","A","PMR-A-1000027","20030801",20160801,"Ouverte","Plates-bandes","Asphalté ou bétonnée",90.347,"0",,"20191114"
401773,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000004","20110701",,"Ouverte","Plates-bandes",,252.479,"44.53",,"20191111"
403360,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040","20110801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",225.744,,,"20191114"
403987,"Montreal-Nord","MTN","L","MTN-L-1019632","20190801",,"Partiellement fermée","Plates-bandes et mobilier","Gazonnée",157.881,,,"20191107"
403989,"Montreal-Nord","MTN","T","MTN-T-1019673","20190801",20200801,"Fermée","Plates-bandes et mobilier","Végétalisée",163.854,"122.8905",,"20201107"
403990,"Montreal-Nord","MTN","T","MTN-T-1019673","20190801",20200801,"Fermée","Plates-bandes et mobilier","Végétalisée",164.641,"123.48075",,"20201107"
400367,"Côte-Des-Neiges - Notre-Dame-de-Grâce","CDNNDG","T","CDNNDG-T-1000005","20180514",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",267.724,"33.3",,"20190718"
401602,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000042","20180701",,"Ouverte",,"Asphalté ou bétonnée",168.482,"0",,"20191111"
403863,"Plateau - Mont-Royal","PMR","H","PMR-H-1000011","19990801",20170801,"Fermée","Plates-bandes","Végétalisée",90.365,"60",,"20191114"
403864,"Plateau - Mont-Royal","PMR","H","PMR-H-1000028","20030801",20180801,"Fermée","Plates-bandes","Végétalisée",90.446,"90.44",,"20191114"
403933,"Plateau - Mont-Royal","PMR","H","PMR-H-1000047","20120801",20170801,"Ouverte",,"Asphalté ou bétonnée",91.876,,,"20191114"
403935,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078","20190801",,"Fermée","Plates-bandes","Végétalisée",92.469,"57.41",,"20191113"
403937,"Plateau - Mont-Royal","PMR","H","PMR-H-1000055","20151002",,"Fermée","Plates-bandes","Végétalisée",94.093,"94.08",,"20191113"
402059,"Mercier - Hochelaga-Maisonneuve","MHM","J","MHM-J-1000009","20120701",,"Partiellement fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",565.124,"7.77",,"20191111"
403433,"Plateau - Mont-Royal","PMR","A","PMR-A-1000013","20000801",20200822,"Partiellement fermée","Plates-bandes","Asphalté ou bétonnée",250.496,"35.22",,"20201125"
403648,"Plateau - Mont-Royal","PMR","H","PMR-H-1000085","20210801",,"Fermée","Plates-bandes et mobilier","Végétalisée",54.272,"54",,"20201130"
407057,"Plateau - Mont-Royal","PMR","C","PMR-C-1000031","20070801",20120801,"Ouverte","Marquage au sol","Asphalté ou bétonnée",61.275,,,"20191113"
403706,"Plateau - Mont-Royal","PMR","C","PMR-C-1000031","20070801",20120801,"Ouverte","Plates-bandes et marquage au sol","Asphalté ou bétonnée",62.364,,,"20191114"
401743,"Mercier - Hochelaga-Maisonneuve","MHM","H","MHM-H-1000006","20120701",20130701,"Ouverte","Mobilier","Asphalté ou bétonnée",189.372,"0.74",,"20191108"
404375,"Outremont","OUT","H","OUT-H-1000002","20170801",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",175.49,,,"20191112"
404376,"Outremont","OUT","H","OUT-H-1000002","20170801",,"Ouverte","Mobilier et marquage au sol","Asphalté ou bétonnée",175.868,,,"20191112"
401790,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000019","20130701",,"Ouverte",,"Asphalté ou bétonnée",265.788,"0",,"20191111"
401791,"Mercier - Hochelaga-Maisonneuve","MHM","A","MHM-A-1000026","20140701",,"Ouverte","Mobilier",,266.403,"5",,"20191112"
403938,"Plateau - Mont-Royal","PMR","H","PMR-H-1000078","20190801",,"Ouverte","Mobilier","Asphalté ou bétonnée",93.809,"2",,"20191114"
403818,"Plateau - Mont-Royal","PMR","H","PMR-H-1000081","20200801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",140.434,"3",,"20201125"
403877,"Plateau - Mont-Royal","PMR","H","PMR-H-1000069","20180801",,"Fermée","Plates-bandes","Végétalisée",141.715,"98.5",,"20191021"
404070,"Montreal-Nord","MTN","L","MTN-L-1020311","20200801",,"Fermée","Plates-bandes et mobilier","Végétalisée",533.019,"533.019",,"20201117"
404482,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040","20110801",,"Ouverte",,"Asphalté ou bétonnée",123.697,"0",,"20191113"
404484,"Plateau - Mont-Royal","PMR","T","PMR-T-1000087","20210801",,"Fermée","Plates-bandes","Végétalisée",124.35,"0",,"20201201"
404485,"Plateau - Mont-Royal","PMR","A","PMR-A-1000067","20170801",,"Ouverte",,"Asphalté ou bétonnée",124.424,"0",,"20191118"
404398,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040","20110801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",120.546,,,"20191114"
404401,"Plateau - Mont-Royal","PMR","A","PMR-A-1000030","20070801",,"Ouverte",,"Asphalté ou bétonnée",121.104,"0",,"20191114"
404402,"Plateau - Mont-Royal","PMR","L","PMR-L-1000009","19990801",,"Ouverte",,"Asphalté ou bétonnée",121.266,,,"20191115"
404403,"Plateau - Mont-Royal","PMR","H","PMR-H-1000070","20180801",,"Ouverte",,"Asphalté ou bétonnée",121.529,"0",,"20191113"
402094,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000035","20170701",,"Ouverte","Mobilier","Asphalté ou bétonnée",813.505,"6.16",,"20191111"
402096,"Mercier - Hochelaga-Maisonneuve","MHM","I","MHM-I-1000050","20200916",,"Partiellement fermée","Plates-bandes, mobilier et marquage au sol","Asphalté ou bétonnée",822.152,"58.7",,"20201113"
402098,"Mercier - Hochelaga-Maisonneuve","MHM","L","MHM-L-1000039","20180701",,"Ouverte","Plates-bandes et mobilier","Asphalté ou bétonnée",841.214,"9.37",,"20191111"
401625,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000004",,,"Ouverte",,,194.038,,,"20191111"
404007,"Plateau - Mont-Royal","PMR","H","PMR-H-1000083","20210801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",97.224,,,"20201127"
404008,"Plateau - Mont-Royal","PMR","H","PMR-H-1000018","20000801",20170801,"Fermée","Plates-bandes","Végétalisée",97.271,"75.77",,"20191114"
402119,"Mercier - Hochelaga-Maisonneuve","MHM","T","MHM-T-1000010","20120701",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",607.92,"3.7",,"20191111"
403882,"Plateau - Mont-Royal","PMR","T","PMR-T-1000043","20120801",,"Fermée","Plates-bandes et mobilier","Asphalté ou bétonnée",143.535,,,"20191114"
403949,"Plateau - Mont-Royal","PMR","H","PMR-H-1000058","20150801",20160801,"Ouverte","Plates-bandes","Asphalté ou bétonnée",147.093,"2",,"20191113"
404130,"Montreal-Nord","MTN","I","MTN-I-1019884","20190801",20200801,"Partiellement fermée","Plates-bandes et mobilier","Végétalisée",697.958,"174.4895",,"20201117"
404131,"Montreal-Nord","MTN","T","MTN-T-1019673","20190801",20200801,"Fermée","Plates-bandes et mobilier","Mixte",725.929,"544.44675",,"20201117"
404132,"Montreal-Nord","MTN","I","MTN-I-1020592","20200801",,"Partiellement fermée","Plates-bandes et mobilier","Végétalisée",740.59,"592.472",,"20201117"
403707,"Plateau - Mont-Royal","PMR","H","PMR-H-1000056","20150801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",67.952,"2.27",,"20191113"
400068,"Ahuntsic - Cartierville","AC","T","AC-T-1000002","20200626",,"Fermeture saisonnière",,"Asphalté ou bétonnée",129.896,"0",,"20201118"
400255,"Ahuntsic - Cartierville","AC","T","AC-T-1000001","20181027",,"Ouverte","Plates-bandes et mobilier","Gazonnée",797.685,"19.06",,"20201118"
403282,"Plateau - Mont-Royal","PMR","H","PMR-H-1000070","20180801",,"Fermée","Mobilier","Asphalté ou bétonnée",126.054,"1",,"20191113"
403296,"Plateau - Mont-Royal","PMR","H","PMR-H-1000085","20210801",,"Ouverte","Plates-bandes","Asphalté ou bétonnée",130.184,,,"20201130"
403641,"Plateau - Mont-Royal","PMR","A","PMR-A-1000080","20200801",,"Fermée","Plates-bandes","Végétalisée",31.649,,,"20191128"
404395,"Plateau - Mont-Royal","PMR","H","PMR-H-1000040","20110801",,"Ouverte",,"Asphalté ou bétonnée",120.132,"0",,"20191114"
403801,"Plateau - Mont-Royal","PMR","H","PMR-H-1000026","20030801",20130801,"Ouverte","Mobilier","Asphalté ou bétonnée",135.309,,,"20191114"
