no_demande,arrondissement,date_premiere_inspection,statut_demande,nb_logements_inspectes,nb_non_conformite,taux_correction,quartier_de_reference_num,quartier_de_reference_nom,x,y,longitude,latitude
3003253643,"LaSalle","2023-03","Étude",52,322,0,"67","Cecil-P.-Newman",295214.705584838,5032056.237911025,-73.6224969128394,45.4283745289855
3003287962,"LaSalle","2023-07","Étude",0,0,0,"67","Cecil-P.-Newman",295400.0114398447,5032755.314111012,-73.620142116095,45.4346676977623
3001485754,"LaSalle","2019-01","Fermée",0,3,,"67","Cecil-P.-Newman",292392.13233479735,5032522.563061017,-73.6585800988023,45.432526381600994
3001485817,"LaSalle","2019-01","Fermée",0,2,,"67","Cecil-P.-Newman",292392.13233479735,5032522.563061017,-73.6585800988023,45.432526381600994
3001485854,"LaSalle","2019-01","Fermée",0,3,,"67","Cecil-P.-Newman",292392.13233479735,5032522.563061017,-73.6585800988023,45.432526381600994
3001485858,"LaSalle","2020-04","Fermée",0,1,,"67","Cecil-P.-Newman",292519.1929997948,5032463.603786011,-73.6569547217603,45.4319980790112
3001485894,"LaSalle","2020-04","Fermée",0,2,,"67","Cecil-P.-Newman",292558.6284547984,5032530.800436012,-73.6564523899178,45.4326034400717
3001485995,"LaSalle","2019-01","Fermée",0,0,,"67","Cecil-P.-Newman",292392.3749997975,5032563.343786007,-73.6585780251083,45.43289335154671
3001486015,"LaSalle","2019-01","Fermée",0,0,,"67","Cecil-P.-Newman",292392.3749997975,5032563.343786007,-73.6585780251083,45.43289335154671
3001486554,"LaSalle","2019-01","Fermée",0,0,,"67","Cecil-P.-Newman",292391.6909997957,5032646.321786006,-73.6585888583427,45.4336400174519
3001487475,"LaSalle","2019-01","Fermée",0,0,,"67","Cecil-P.-Newman",292380.30499479396,5032678.305911005,-73.6587351875653,45.43392762463469
3001487495,"LaSalle","2019-01","Fermée",0,0,,"67","Cecil-P.-Newman",292380.30499479396,5032678.305911005,-73.6587351875653,45.43392762463469
3001487503,"LaSalle","2019-01","Fermée",0,0,,"67","Cecil-P.-Newman",292519.2909997969,5032772.608786002,-73.6569611770224,45.434778664278596
3003195771,"LaSalle","2022-08","Fermée",13,49,,"67","Cecil-P.-Newman",292380.30499479396,5032678.305911005,-73.6587351875653,45.43392762463469
3000132561,"LaSalle","2008-10","Fermée",62,822,,"68","Sault-Saint-Louis",294043.4151848251,5031356.141486036,-73.6374502890928,45.42205765862511
3000892103,"LaSalle","2014-10","Fermée",1,13,,"68","Sault-Saint-Louis",293150.0689998039,5031124.4757860415,-73.6488601710755,45.4199587010469
3001162287,"LaSalle","2016-09","Fermée",0,0,,"68","Sault-Saint-Louis",296960.40166987205,5032744.541061008,-73.6001984876067,45.434589991645
3001233285,"LaSalle","2016-11","Fermée",1,26,,"68","Sault-Saint-Louis",295350.19579984684,5032917.206535999,-73.6207819206018,45.436123818092895
3001334104,"LaSalle","2017-09","Fermée",1,6,,"68","Sault-Saint-Louis",295617.4375998475,5030909.1976360455,-73.6173287590786,45.41805824741311
3001516658,"LaSalle","2019-06","Fermée",21,184,,"68","Sault-Saint-Louis",294043.4151848251,5031356.141486036,-73.6374502890928,45.42205765862511
3001777234,"LaSalle","2020-02","Fermée",40,247,,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3001792054,"LaSalle","2020-02","Fermée",37,239,,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3001792134,"LaSalle","2020-02","Fermée",22,183,,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3002392314,"LaSalle","2020-10","Fermée",0,0,,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3002392354,"LaSalle","2020-10","Fermée",0,0,,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3003073195,"LaSalle","2021-10","Fermée",0,0,,"68","Sault-Saint-Louis",294207.82344982616,5030982.506811049,-73.635341412812,45.418698002284394
3003100238,"LaSalle","2022-02","Étude",72,284,0.7514,"68","Sault-Saint-Louis",294029.7177598228,5031236.671886041,-73.6376227057793,45.4209823967059
3003119135,"LaSalle","2023-04","Étude",61,383,0.0469,"68","Sault-Saint-Louis",293961.0984048175,5031258.968561039,-73.6385000121291,45.4211819742932
3003119139,"LaSalle","2022-01","Fermée",0,0,,"68","Sault-Saint-Louis",293961.0984048175,5031258.968561039,-73.6385000121291,45.4211819742932
3003174941,"LaSalle","2022-06","Étude",44,176,0.7623,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3003253642,"LaSalle","2023-03","Étude",0,0,0,"68","Sault-Saint-Louis",293961.0984048175,5031258.968561039,-73.6385000121291,45.4211819742932
3003253703,"LaSalle","2023-07","Étude",59,214,0,"68","Sault-Saint-Louis",296513.0791998643,5032053.061211026,-73.6059041019879,45.42836253253979
3001501235,"LaSalle","2019-02","Fermée",0,0,,"68","Sault-Saint-Louis",293150.0689998039,5031124.4757860415,-73.6488601710755,45.4199587010469
3001541215,"LaSalle","2019-06","Fermée",0,0,,"68","Sault-Saint-Louis",293150.0689998039,5031124.4757860415,-73.6488601710755,45.4199587010469
3002643794,"LaSalle","2021-03","Fermée",1,11,,"68","Sault-Saint-Louis",293602.5629998141,5030872.499786044,-73.6430725976312,45.4176986748124
3000159431,"Anjou","2009-11","Fermée",5,20,,"73","Anjou",300867.6899999381,5052503.388785591,-73.5504177394976,45.6124207858872
3000159442,"Anjou","2009-10","Fermée",7,31,,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3000159444,"Anjou","2009-10","Fermée",7,38,,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3000159448,"Anjou","2009-11","Fermée",5,27,,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3000159450,"Anjou","2009-10","Fermée",8,38,,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3000159451,"Anjou","2009-11","Fermée",8,56,,"73","Anjou",300867.6899999381,5052503.388785591,-73.5504177394976,45.6124207858872
3000159460,"Anjou","2009-10","Fermée",63,218,,"73","Anjou",300361.66299992404,5051819.9977856,-73.5568994956893,45.6062684100497
3000159462,"Anjou","2009-10","Fermée",49,91,,"73","Anjou",300361.66299992404,5051819.9977856,-73.5568994956893,45.6062684100497
3000159467,"Anjou","2009-10","Fermée",22,74,,"73","Anjou",300218.1199999238,5051721.261785609,-73.5587387892404,45.6053790261864
3000159469,"Anjou","2009-10","Fermée",29,89,,"73","Anjou",300477.11199993186,5051625.410785604,-73.5554177157526,45.604518192412996
3000159471,"Anjou","2009-10","Fermée",44,145,,"73","Anjou",300218.1199999238,5051721.261785609,-73.5587387892404,45.6053790261864
3000159508,"Anjou","2009-10","Fermée",6,46,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159509,"Anjou","2009-10","Fermée",5,22,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159513,"Anjou","2009-10","Fermée",5,44,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159516,"Anjou","2009-10","Fermée",6,51,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159517,"Anjou","2009-10","Fermée",3,13,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159520,"Anjou","2009-10","Fermée",6,43,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159522,"Anjou","2009-10","Fermée",6,36,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159525,"Anjou","2009-10","Fermée",5,43,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159528,"Anjou","2009-10","Fermée",5,19,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159529,"Anjou","2009-10","Fermée",4,38,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159530,"Anjou","2009-10","Fermée",2,16,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159532,"Anjou","2009-11","Fermée",9,66,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159533,"Anjou","2009-10","Fermée",6,39,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159535,"Anjou","2009-11","Fermée",40,177,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159537,"Anjou","2009-10","Fermée",9,57,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159538,"Anjou","2009-10","Fermée",41,113,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159540,"Anjou","2009-10","Fermée",5,26,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159542,"Anjou","2009-11","Fermée",9,50,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159543,"Anjou","2009-10","Fermée",5,29,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159544,"Anjou","2009-11","Fermée",6,65,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159547,"Anjou","2009-10","Fermée",4,26,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159550,"Anjou","2009-10","Fermée",4,19,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159551,"Anjou","2009-11","Fermée",6,76,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159553,"Anjou","2009-11","Fermée",6,63,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159556,"Anjou","2009-11","Fermée",6,58,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159557,"Anjou","2009-10","Fermée",5,24,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159558,"Anjou","2009-10","Fermée",9,54,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159560,"Anjou","2009-10","Fermée",2,10,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159604,"Anjou","2009-11","Fermée",9,71,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000161350,"Anjou","2009-10","Fermée",4,24,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3001413596,"Anjou","2018-04","Fermée",3,46,,"73","Anjou",300843.4866449303,5051700.690485607,-73.5507215499779,45.60519776099869
3001474070,"Anjou","2018-11","Fermée",0,0,,"73","Anjou",300482.95399992994,5050550.251785627,-73.555333313349,45.594843654348196
3001477277,"Anjou","2019-01","Étude",1,32,0.0133,"73","Anjou",300365.42619492405,5052295.1083605895,-73.5568555705201,45.61054360213329
3001514194,"Anjou","2019-03","Fermée",0,0,,"73","Anjou",298800.9389999032,5051325.681785619,-73.5769018894929,45.6018087072312
3001647366,"Anjou","2021-02","Fermée",2,43,,"73","Anjou",300969.176264935,5050244.237085641,-73.5490988084509,45.592092895818816
3001683959,"Anjou","2020-02","Fermée",24,248,,"73","Anjou",300843.4866449303,5051700.690485607,-73.5507215499779,45.60519776099869
3001738495,"Anjou","2019-12","Fermée",0,0,,"73","Anjou",298566.07299989683,5051469.519785608,-73.5799144685017,45.6031009331701
3001812514,"Anjou","2020-03","Fermée",24,291,,"73","Anjou",300762.1368449333,5051710.425010612,-73.5517645149925,45.60528488704271
3001846774,"Anjou","2020-03","Fermée",0,0,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3001846954,"Anjou","2020-03","Fermée",0,0,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3001846974,"Anjou","2020-03","Fermée",0,0,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3001847034,"Anjou","2020-03","Fermée",0,0,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3002702394,"Anjou","2021-03","Fermée",27,158,,"73","Anjou",300905.1149999354,5051678.952785607,-73.5499313160613,45.6050025074527
3003049294,"Anjou","2021-10","Fermée",3,38,,"73","Anjou",300632.9469999337,5052741.673785587,-73.5534295093077,45.6145635663421
3003049314,"Anjou","2021-11","Fermée",6,59,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003191310,"Anjou","2022-07","Étude",0,0,0,"73","Anjou",300939.2909999396,5052622.164785591,-73.54950065465,45.61348996384671
3003191326,"Anjou","2022-07","Fermée",0,0,,"73","Anjou",300939.2909999396,5052622.164785591,-73.54950065465,45.61348996384671
3003207249,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207252,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207256,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207257,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207264,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207268,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207273,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207281,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207285,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207290,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207303,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207308,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207309,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207311,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207313,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207317,"Anjou","2022-08","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003235148,"Anjou","2023-01","Étude",82,333,0.4132,"73","Anjou",298049.2245448883,5051865.375635605,-73.5865455643202,45.60665811961769
3003239951,"Anjou","2023-01","Étude",46,208,0.3922,"73","Anjou",300361.66299992404,5051819.9977856,-73.5568994956893,45.6062684100497
3003239987,"Anjou","2023-02","Étude",23,121,0.3376,"73","Anjou",300905.1149999354,5051678.952785607,-73.5499313160613,45.6050025074527
3003239988,"Anjou","2023-02","Étude",6,29,0.725,"73","Anjou",300589.016999932,5052838.760785584,-73.5539936131921,45.615436914532296
3003243455,"Anjou","2023-02","Étude",7,29,0.5532,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3003243474,"Anjou","2023-02","Fermée",7,25,,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3003243476,"Anjou","2023-02","Étude",8,27,0.3,"73","Anjou",300590.8679999315,5052674.989785589,-73.55396846597002,45.61396327341149
3003243478,"Anjou","2023-02","Étude",8,58,0.3,"73","Anjou",300354.66699992603,5052671.276785591,-73.5569969423836,45.61392839207179
3003243481,"Anjou","2023-02","Étude",7,23,0.1842,"73","Anjou",300354.66699992603,5052671.276785591,-73.5569969423836,45.61392839207179
3003243485,"Anjou","2023-03","Étude",8,35,0.2692,"73","Anjou",300354.66699992603,5052671.276785591,-73.5569969423836,45.61392839207179
3003243488,"Anjou","2023-02","Étude",8,29,0,"73","Anjou",300354.66699992603,5052671.276785591,-73.5569969423836,45.61392839207179
3003243491,"Anjou","2023-02","Étude",8,33,0.7333,"73","Anjou",300359.0169999243,5052818.539785584,-73.5569425088663,45.615253529075
3003243494,"Anjou","2023-02","Étude",4,10,0,"73","Anjou",300359.0169999243,5052818.539785584,-73.5569425088663,45.615253529075
3003243498,"Anjou","2023-03","Étude",8,48,0.1429,"73","Anjou",300359.0169999243,5052818.539785584,-73.5569425088663,45.615253529075
3003243501,"Anjou","2023-02","Étude",5,26,0.359,"73","Anjou",300359.0169999243,5052818.539785584,-73.5569425088663,45.615253529075
3003277727,"Anjou","2023-06","Étude",0,0,0,"73","Anjou",300956.8459999356,5051442.413785611,-73.5492662765844,45.6028743542368
3003207300,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159510,"Anjou","2009-10","Fermée",9,61,,"73","Anjou",300888.4876149386,5050432.322560631,-73.5501344832707,45.593784893291605
3000159515,"Anjou","2009-11","Fermée",9,44,,"73","Anjou",300888.4876149386,5050432.322560631,-73.5501344832707,45.593784893291605
3000159534,"Anjou","2009-11","Fermée",9,81,,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3000159536,"Anjou","2009-10","Fermée",9,81,,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3000159548,"Anjou","2009-11","Fermée",9,111,,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3000159559,"Anjou","2009-09","Fermée",0,0,,"73","Anjou",300518.96999992704,5050610.6967856325,-73.5548722120963,45.595387778074695
3000159564,"Anjou","2009-10","Fermée",0,0,,"73","Anjou",300518.96999992704,5050610.6967856325,-73.5548722120963,45.595387778074695
3001847055,"Anjou","2020-03","Fermée",0,0,,"73","Anjou",300888.4876149386,5050432.322560631,-73.5501344832707,45.593784893291605
3001847074,"Anjou","2020-03","Fermée",0,0,,"73","Anjou",300888.4876149386,5050432.322560631,-73.5501344832707,45.593784893291605
3002754454,"Anjou","2021-04","Fermée",1,9,,"73","Anjou",300942.9379549377,5052224.7766606035,-73.5494507521471,45.609914184421
3003207251,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300888.4876149386,5050432.322560631,-73.5501344832707,45.593784893291605
3003207255,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300888.4876149386,5050432.322560631,-73.5501344832707,45.593784893291605
3003207262,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300808.12736993143,5050395.797085639,-73.5511641743897,45.59345577005801
3003207266,"Anjou","2022-08","Étude",0,0,0,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3003207271,"Anjou","2022-08","Étude",0,0,0,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3003207275,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3003207277,"Anjou","2022-11","Étude",6,39,0.58,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3003207280,"Anjou","2022-09","Étude",9,52,0.6061,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3003207283,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300846.0549799352,5050542.085110631,-73.5506792379534,45.594772327738596
3003207284,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207286,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207287,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207289,"Anjou","2022-09","Étude",6,40,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207293,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207296,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300676.85399993416,5050457.965785639,-73.552847240788,45.5940144156617
3003207312,"Anjou","2022-09","Étude",0,0,0,"73","Anjou",300518.96999992704,5050610.6967856325,-73.5548722120963,45.595387778074695
3003207315,"Anjou","2022-08","Étude",0,0,0,"73","Anjou",300518.96999992704,5050610.6967856325,-73.5548722120963,45.595387778074695
3000169190,"Montréal-Nord","2009-11","Fermée",33,651,,"60A","Ouest",293036.79054479883,5049265.797385662,-73.65074261383002,45.583199700502895
3001305445,"Montréal-Nord","2018-05","Fermée",6,27,,"60A","Ouest",293918.8029698211,5049544.596335658,-73.6394460892069,45.5857227654216
3001305447,"Montréal-Nord","2017-05","Fermée",20,163,,"60A","Ouest",293890.22499981936,5048712.097785669,-73.6397937319681,45.57823126394771
3001425131,"Montréal-Nord","2018-07","Fermée",6,39,,"60A","Ouest",294332.5629998227,5049773.147785644,-73.6341485329064,45.5877856832264
3001472737,"Montréal-Nord","2018-12","Fermée",1,9,,"60A","Ouest",294197.6759998215,5049751.621785653,-73.6358767449256,45.58758994340229
3001478635,"Montréal-Nord","2019-01","Fermée",2,5,,"60A","Ouest",293602.50555481465,5050558.916585631,-73.6435227914543,45.59484486698119
3001557175,"Montréal-Nord","2019-05","Fermée",2,31,,"60A","Ouest",293165.345999804,5049267.4957856545,-73.6490952536404,45.583217145118
3001605387,"Montréal-Nord","2019-06","Fermée",0,0,,"60A","Ouest",293977.4514898177,5049919.000535646,-73.6387027885865,45.58909267061439
3001620074,"Montréal-Nord","2020-01","Fermée",38,280,,"60A","Ouest",293263.46888480964,5049966.247885643,-73.6478543425404,45.5895063382484
3001658583,"Montréal-Nord","2019-10","Fermée",2,15,,"60A","Ouest",293656.96558981674,5050009.736510642,-73.6428122235693,45.58990407620739
3002535634,"Montréal-Nord","2021-02","Fermée",12,90,,"60A","Ouest",293537.58793981216,5049596.49893565,-73.6443326656591,45.58618373120261
3002702374,"Montréal-Nord","2021-03","Étude",3,46,0.0959,"60A","Ouest",293623.2329998164,5048855.483785664,-73.6432181359306,45.57951725393299
3003128855,"Montréal-Nord","2022-03","Étude",28,260,0.7061,"60A","Ouest",293079.8959998082,5049344.43378566,-73.6501921168038,45.5839080197745
3003128934,"Montréal-Nord","2022-03","Étude",29,239,0.845,"60A","Ouest",293079.8959998082,5049344.43378566,-73.6501921168038,45.5839080197745
3003129435,"Montréal-Nord","2022-08","Étude",11,98,0.0933,"60A","Ouest",293667.3849998199,5048920.022785665,-73.6426538483704,45.580098701864294
3003221548,"Montréal-Nord","2022-11","Étude",3,33,0.2679,"60A","Ouest",293763.07899981673,5050088.476785643,-73.64145402860731,45.5906142940921
3003221551,"Montréal-Nord","2022-11","Fermée",6,38,,"60A","Ouest",294369.19699982886,5049723.095785645,-73.6336779712933,45.58733585206959
3003252958,"Montréal-Nord","2023-04","Étude",32,262,0.0657,"60A","Ouest",293623.2329998164,5048855.483785664,-73.6432181359306,45.57951725393299
3003252961,"Montréal-Nord","2023-03","Étude",0,0,0,"60A","Ouest",293334.0089998076,5048999.90378566,-73.6469276048303,45.580812078951716
3003252970,"Montréal-Nord","2023-03","Étude",0,0,0,"60A","Ouest",293388.4069998106,5050150.458785643,-73.6462574226519,45.59116597751299
3003252973,"Montréal-Nord","2023-07","Étude",7,96,0,"60A","Ouest",293556.5809998158,5048851.443785671,-73.6440721132697,45.57947982694961
3003252977,"Montréal-Nord","2023-05","Étude",6,99,0,"60A","Ouest",293524.4538398104,5048943.823335667,-73.644485918402,45.5803105640793
3000169309,"Ahuntsic - Cartierville","2009-12","Fermée",28,686,,"01","Cartierville",288529.4714347278,5042759.8848608,-73.7082860890658,45.52456679203729
3000169311,"Ahuntsic - Cartierville","2009-12","Fermée",28,335,,"01","Cartierville",288350.4043647246,5042815.5429857895,-73.710580257306,45.5250634198138
3000169312,"Ahuntsic - Cartierville","2010-01","Fermée",24,126,,"01","Cartierville",288529.4714347278,5042759.8848608,-73.7082860890658,45.52456679203729
3000169313,"Ahuntsic - Cartierville","2010-01","Fermée",23,96,,"01","Cartierville",288529.4714347278,5042759.8848608,-73.7082860890658,45.52456679203729
3000169314,"Ahuntsic - Cartierville","2010-01","Fermée",27,187,,"01","Cartierville",288350.4043647246,5042815.5429857895,-73.710580257306,45.5250634198138
3000169315,"Ahuntsic - Cartierville","2010-01","Fermée",29,134,,"01","Cartierville",287672.9140897175,5043196.459110789,-73.7192664338532,45.5284747104557
3000169317,"Ahuntsic - Cartierville","2010-01","Fermée",14,92,,"01","Cartierville",287672.9140897175,5043196.459110789,-73.7192664338532,45.5284747104557
3000169318,"Ahuntsic - Cartierville","2010-01","Fermée",14,63,,"01","Cartierville",287675.2553447183,5043323.501885785,-73.7192409017223,45.52961793992569
3000169319,"Ahuntsic - Cartierville","2010-01","Fermée",13,80,,"01","Cartierville",287675.2553447183,5043323.501885785,-73.7192409017223,45.52961793992569
3000169327,"Ahuntsic - Cartierville","2009-12","Fermée",14,73,,"01","Cartierville",287530.0987947169,5043455.761110787,-73.7211039290639,45.53080446900041
3000169329,"Ahuntsic - Cartierville","2009-12","Fermée",14,87,,"01","Cartierville",287530.0987947169,5043455.761110787,-73.7211039290639,45.53080446900041
3000169330,"Ahuntsic - Cartierville","2009-12","Fermée",21,83,,"01","Cartierville",287451.00599971024,5043247.29178579,-73.7221091510996,45.528926630842584
3000169332,"Ahuntsic - Cartierville","2010-02","Fermée",21,91,,"01","Cartierville",288407.2939997255,5042880.9887857875,-73.7098541765695,45.525653663212495
3000169334,"Ahuntsic - Cartierville","2010-01","Fermée",20,90,,"01","Cartierville",288350.4043647246,5042815.5429857895,-73.710580257306,45.5250634198138
3000169335,"Ahuntsic - Cartierville","2010-01","Fermée",18,153,,"01","Cartierville",289013.3009997395,5043080.456785792,-73.7021027457206,45.5274625318659
3000169337,"Ahuntsic - Cartierville","2010-01","Fermée",18,115,,"01","Cartierville",289013.3009997395,5043080.456785792,-73.7021027457206,45.5274625318659
3000169339,"Ahuntsic - Cartierville","2010-02","Fermée",13,81,,"01","Cartierville",289031.0779997412,5042968.517785793,-73.7018715614483,45.52645566949429
3000169340,"Ahuntsic - Cartierville","2010-01","Fermée",20,210,,"01","Cartierville",288707.7218497319,5042799.96636079,-73.7060055595624,45.5249315967305
3000169341,"Ahuntsic - Cartierville","2010-01","Fermée",20,182,,"01","Cartierville",288707.7218497319,5042799.96636079,-73.7060055595624,45.5249315967305
3000174142,"Ahuntsic - Cartierville","2009-12","Fermée",28,786,,"01","Cartierville",288529.4714347278,5042759.8848608,-73.7082860890658,45.52456679203729
3000185144,"Ahuntsic - Cartierville","2010-06","Fermée",23,232,,"01","Cartierville",288529.4714347278,5042759.8848608,-73.7082860890658,45.52456679203729
3000185145,"Ahuntsic - Cartierville","2010-07","Fermée",22,243,,"01","Cartierville",288530.65299972694,5042769.538785801,-73.7082712839891,45.52465368888221
3000185148,"Ahuntsic - Cartierville","2010-06","Fermée",22,183,,"01","Cartierville",288530.65299972694,5042769.538785801,-73.7082712839891,45.52465368888221
