no_demande,arrondissement,date_premiere_inspection,statut_demande,nb_logements_inspectes,nb_non_conformite,taux_correction,quartier_de_reference_num,quartier_de_reference_nom,x,y,longitude,latitude
3000429513,"Saint-Laurent","2011-11","Fermée",70,785,,"55","Chameran/Montpellier",291480.3399997799,5043450.891785775,-73.6705297159794,45.53084734665109
3000429515,"Saint-Laurent","2011-09","Fermée",76,255,,"55","Chameran/Montpellier",291480.3399997799,5043450.891785775,-73.6705297159794,45.53084734665109
3000429522,"Saint-Laurent","2011-08","Fermée",181,1391,,"55","Chameran/Montpellier",291058.98180977075,5043478.539360779,-73.6759250554498,45.53108794852709
3001283158,"Saint-Laurent","2017-02","Fermée",41,220,,"55","Chameran/Montpellier",291393.7759997765,5043004.352785786,-73.671625757279,45.52682757306939
3001299129,"Saint-Laurent","2017-06","Fermée",56,304,,"55","Chameran/Montpellier",291393.7759997765,5043004.352785786,-73.671625757279,45.52682757306939
3001299133,"Saint-Laurent","2018-09","Fermée",26,148,,"55","Chameran/Montpellier",291393.7759997765,5043004.352785786,-73.671625757279,45.52682757306939
3001299137,"Saint-Laurent","2018-10","Fermée",18,71,,"55","Chameran/Montpellier",291393.7759997765,5043004.352785786,-73.671625757279,45.52682757306939
3001300637,"Saint-Laurent","2018-05","Fermée",16,41,,"55","Chameran/Montpellier",291538.0619997833,5043413.950785787,-73.669789712513,45.5305160395267
3001300648,"Saint-Laurent","2018-04","Fermée",8,52,,"55","Chameran/Montpellier",291480.3399997799,5043450.891785775,-73.6705297159794,45.53084734665109
3001300650,"Saint-Laurent","2018-03","Fermée",11,60,,"55","Chameran/Montpellier",291480.3399997799,5043450.891785775,-73.6705297159794,45.53084734665109
3001474613,"Saint-Laurent","2018-12","Fermée",38,189,,"55","Chameran/Montpellier",291420.42617977725,5043120.524735791,-73.6712877573257,45.52787344118829
3001474620,"Saint-Laurent","2019-11","Fermée",37,179,,"55","Chameran/Montpellier",291393.7759997765,5043004.352785786,-73.671625757279,45.52682757306939
3000670900,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669160,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",15,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669166,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669167,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,35,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669168,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",15,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669169,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,39,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669171,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",0,0,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669172,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,46,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669173,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,43,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669176,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,39,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669177,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,52,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669178,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,44,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669179,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,46,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669180,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,40,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669181,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",15,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669182,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,44,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669183,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669184,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,41,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669185,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,41,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669186,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,46,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669188,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,45,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669189,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,31,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669190,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669191,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,41,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000669192,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",0,0,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670738,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670740,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670767,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670771,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,47,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670773,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,54,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670775,"Rivière-des-Prairies - Pointe-aux-Trembles","2013-01","Fermée",12,44,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670778,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670783,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,49,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670787,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,23,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670789,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,50,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670791,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,53,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670794,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,23,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670796,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,53,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670802,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,46,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670816,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,23,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670829,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,39,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670830,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,57,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670831,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,41,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670832,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-11","Fermée",12,49,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670833,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,37,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670834,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,49,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670836,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670837,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",0,1,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670897,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,38,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670902,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,36,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3000670904,"Rivière-des-Prairies - Pointe-aux-Trembles","2012-12","Fermée",12,42,,"54","Pointe-aux-Trembles",305542.6774700176,5056823.983685498,-73.4904712436082,45.6513092051308
3002429494,"Rivière-des-Prairies - Pointe-aux-Trembles","2020-11","Fermée",56,385,,"54","Pointe-aux-Trembles",304385.7603799984,5058662.705310461,-73.5053163739553,45.6678546317372
3003049189,"Rivière-des-Prairies - Pointe-aux-Trembles","2021-09","Fermée",122,520,,"54","Pointe-aux-Trembles",305341.25500001234,5059409.141785447,-73.4930526727846,45.674571102165295
3000711300,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-10","Fermée",30,212,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000128435,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",17,85,,"42","Parc-Kent",294604.4998698325,5041112.63081083,-73.6304830177438,45.509859494570094
3000128440,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-03","Fermée",18,102,,"42","Parc-Kent",294489.6362398258,5041204.147435827,-73.6319549741957,45.5106813086726
3000128443,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",18,210,,"42","Parc-Kent",294489.6362398258,5041204.147435827,-73.6319549741957,45.5106813086726
3000128448,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-03","Fermée",18,203,,"42","Parc-Kent",294489.6362398258,5041204.147435827,-73.6319549741957,45.5106813086726
3000128451,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-03","Fermée",18,212,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128454,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",14,50,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128459,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",15,63,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128465,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",37,102,,"42","Parc-Kent",294281.76521982456,5040784.049810836,-73.63460634887412,45.50689799962711
3000128469,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",13,71,,"42","Parc-Kent",294281.76521982456,5040784.049810836,-73.63460634887412,45.50689799962711
3000128472,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",13,71,,"42","Parc-Kent",294281.76521982456,5040784.049810836,-73.63460634887412,45.50689799962711
3000128475,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",42,106,,"42","Parc-Kent",294670.6209998288,5041031.645785824,-73.62963512230752,45.50913172264529
3000128477,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",12,33,,"42","Parc-Kent",294670.6209998288,5041031.645785824,-73.62963512230752,45.50913172264529
3000128501,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",47,128,,"42","Parc-Kent",294670.6209998288,5041031.645785824,-73.62963512230752,45.50913172264529
3000128518,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",39,157,,"42","Parc-Kent",294604.4998698325,5041112.63081083,-73.6304830177438,45.509859494570094
3000128520,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-03","Fermée",43,123,,"42","Parc-Kent",294604.4998698325,5041112.63081083,-73.6304830177438,45.509859494570094
3000128524,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",13,73,,"42","Parc-Kent",294670.6209998288,5041031.645785824,-73.62963512230752,45.50913172264529
3000128527,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-03","Fermée",28,140,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128529,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",19,153,,"42","Parc-Kent",294670.6209998288,5041031.645785824,-73.62963512230752,45.50913172264529
3000128531,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-03","Fermée",31,325,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128533,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",19,130,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128553,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",18,59,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128557,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",18,58,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128562,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",17,106,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128569,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",21,148,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128573,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",18,76,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000128576,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",16,46,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000129096,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-02","Fermée",17,96,,"42","Parc-Kent",294534.2591748265,5041176.964235829,-73.6313833095677,45.5104373617864
3000130320,"Côte-des-Neiges - Notre-Dame-de-Grâce","2008-07","Fermée",14,181,,"42","Parc-Kent",294390.930534825,5040622.512835845,-73.6332058891392,45.505446062832796
3000130333,"Côte-des-Neiges - Notre-Dame-de-Grâce","2008-07","Fermée",14,126,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000147084,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",31,267,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000147092,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",28,241,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000147123,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",8,19,,"42","Parc-Kent",295137.96213483653,5041198.89253583,-73.623657431164,45.510643306464196
3000147195,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",16,142,,"42","Parc-Kent",295243.10339483863,5041253.98298582,-73.622312881105,45.51114048095418
3000147198,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",14,172,,"42","Parc-Kent",294775.9728848336,5040627.853710839,-73.6282785860172,45.5054997618104
3000147204,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",13,55,,"42","Parc-Kent",294775.9728848336,5040627.853710839,-73.6282785860172,45.5054997618104
3000147212,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-07","Fermée",18,175,,"42","Parc-Kent",294309.0045998281,5040672.322560835,-73.6342553659415,45.505893043356394
3000147672,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",13,39,,"42","Parc-Kent",294769.59479983454,5040435.311810846,-73.6283562694871,45.50376710010379
3000147673,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",7,57,,"42","Parc-Kent",294604.3209998298,5040332.890785853,-73.6304690974461,45.5028430780262
3000147685,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-07","Fermée",5,26,,"42","Parc-Kent",294604.3209998298,5040332.890785853,-73.6304690974461,45.5028430780262
3000147691,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-09","Fermée",3,8,,"42","Parc-Kent",294604.3209998298,5040332.890785853,-73.6304690974461,45.5028430780262
3000147709,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-09","Fermée",5,65,,"42","Parc-Kent",294604.3209998298,5040332.890785853,-73.6304690974461,45.5028430780262
3000147731,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",8,33,,"42","Parc-Kent",295105.2499998375,5041111.271785827,-73.62407435677142,45.5098544061358
3000149062,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-08","Fermée",30,265,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000188801,"Côte-des-Neiges - Notre-Dame-de-Grâce","2010-04","Fermée",24,111,,"42","Parc-Kent",294036.95925981755,5040395.684710844,-73.6377307042446,45.50339960012399
3000188804,"Côte-des-Neiges - Notre-Dame-de-Grâce","2010-04","Fermée",23,69,,"42","Parc-Kent",294036.95925981755,5040395.684710844,-73.6377307042446,45.50339960012399
3000188805,"Côte-des-Neiges - Notre-Dame-de-Grâce","2010-05","Fermée",17,73,,"42","Parc-Kent",294036.95925981755,5040395.684710844,-73.6377307042446,45.50339960012399
3000188807,"Côte-des-Neiges - Notre-Dame-de-Grâce","2010-05","Fermée",23,134,,"42","Parc-Kent",294036.95925981755,5040395.684710844,-73.6377307042446,45.50339960012399
3000310803,"Côte-des-Neiges - Notre-Dame-de-Grâce","2011-04","Fermée",0,1,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000310964,"Côte-des-Neiges - Notre-Dame-de-Grâce","2011-04","Fermée",0,1,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000711272,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-11","Fermée",14,341,,"42","Parc-Kent",294390.930534825,5040622.512835845,-73.6332058891392,45.505446062832796
3000711277,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-11","Fermée",14,260,,"42","Parc-Kent",294390.930534825,5040622.512835845,-73.6332058891392,45.505446062832796
3000711278,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-01","Fermée",20,106,,"42","Parc-Kent",294036.95925981755,5040395.684710844,-73.6377307042446,45.50339960012399
3000711280,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-01","Fermée",23,95,,"42","Parc-Kent",294036.95925981755,5040395.684710844,-73.6377307042446,45.50339960012399
3000711282,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-02","Fermée",13,61,,"42","Parc-Kent",294617.82804483,5041467.968885826,-73.6303198219655,45.51305716115541
3000711285,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-02","Fermée",14,58,,"42","Parc-Kent",294617.82804483,5041467.968885826,-73.6303198219655,45.51305716115541
3000711289,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-09","Fermée",22,208,,"42","Parc-Kent",294534.2591748265,5041176.964235829,-73.6313833095677,45.5104373617864
3000711293,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-10","Fermée",20,73,,"42","Parc-Kent",294534.2591748265,5041176.964235829,-73.6313833095677,45.5104373617864
3000711294,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-01","Fermée",28,179,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000711295,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-01","Fermée",21,125,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3000711296,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-11","Fermée",11,56,,"42","Parc-Kent",294354.01333982614,5040740.1770358365,-73.63368082687711,45.5065043006139
3000711297,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-12","Fermée",22,102,,"42","Parc-Kent",294309.0045998281,5040672.322560835,-73.6342553659415,45.505893043356394
3000711298,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-01","Fermée",31,745,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000711301,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-11","Fermée",30,91,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000711305,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-04","Fermée",7,67,,"42","Parc-Kent",294238.4669998246,5040715.44278584,-73.6351589757428,45.5062799919203
3000711307,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-11","Fermée",13,134,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000711309,"Côte-des-Neiges - Notre-Dame-de-Grâce","2013-11","Fermée",13,84,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3000903660,"Côte-des-Neiges - Notre-Dame-de-Grâce","2014-11","Fermée",49,570,,"42","Parc-Kent",294604.4998698325,5041112.63081083,-73.6304830177438,45.509859494570094
3001077843,"Côte-des-Neiges - Notre-Dame-de-Grâce","2015-12","Fermée",30,430,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3001077844,"Côte-des-Neiges - Notre-Dame-de-Grâce","2015-12","Fermée",31,483,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3001468997,"Côte-des-Neiges - Notre-Dame-de-Grâce","2018-11","Fermée",20,91,,"42","Parc-Kent",294323.5643548283,5040511.902135846,-73.6340656158686,45.5044497346823
3001469375,"Côte-des-Neiges - Notre-Dame-de-Grâce","2018-10","Fermée",0,0,,"42","Parc-Kent",294890.9463098373,5039948.459410856,-73.626793538398,45.49938793672129
3001469525,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-01","Fermée",17,214,,"42","Parc-Kent",294309.0045998281,5040672.322560835,-73.6342553659415,45.505893043356394
3001469560,"Côte-des-Neiges - Notre-Dame-de-Grâce","2020-09","Fermée",15,85,,"42","Parc-Kent",294309.0045998281,5040672.322560835,-73.6342553659415,45.505893043356394
3001469593,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-05","Fermée",22,149,,"42","Parc-Kent",294424.13762483187,5040845.100085839,-73.6327856448964,45.507449486842795
3001469608,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-02","Fermée",16,128,,"42","Parc-Kent",294534.2591748265,5041176.964235829,-73.6313833095677,45.5104373617864
3001469617,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-02","Fermée",17,159,,"42","Parc-Kent",294534.2591748265,5041176.964235829,-73.6313833095677,45.5104373617864
3001469626,"Côte-des-Neiges - Notre-Dame-de-Grâce","2019-02","Fermée",16,119,,"42","Parc-Kent",294705.8512248336,5041446.69143582,-73.6291927936452,45.51286697802809
3001469639,"Côte-des-Neiges - Notre-Dame-de-Grâce","2020-09","Fermée",15,92,,"42","Parc-Kent",294705.8512248336,5041446.69143582,-73.6291927936452,45.51286697802809
3001470077,"Côte-des-Neiges - Notre-Dame-de-Grâce","2018-10","Fermée",0,0,,"42","Parc-Kent",294767.15606983384,5040956.140685828,-73.6283981312529,45.50845369302628
3001939455,"Côte-des-Neiges - Notre-Dame-de-Grâce","2020-05","Fermée",0,0,,"42","Parc-Kent",295008.16199984006,5041184.810785836,-73.6253183639897,45.5105147829207
3003119156,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-01","Fermée",0,0,,"42","Parc-Kent",295008.16199984006,5041184.810785836,-73.6253183639897,45.5105147829207
3003171027,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-05","Étude",23,115,0.8309,"42","Parc-Kent",294578.9529998272,5040096.767785849,-73.6307887988019,45.500717975523706
3003197838,"Côte-des-Neiges - Notre-Dame-de-Grâce","2022-09","Étude",57,253,0.5578,"42","Parc-Kent",294890.9463098373,5039948.459410856,-73.626793538398,45.49938793672129
3003249162,"Côte-des-Neiges - Notre-Dame-de-Grâce","2023-03","Étude",33,183,0.1,"42","Parc-Kent",295008.16199984006,5041184.810785836,-73.6253183639897,45.5105147829207
3003253611,"Côte-des-Neiges - Notre-Dame-de-Grâce","2023-03","Étude",0,0,0,"42","Parc-Kent",294767.15606983384,5040956.140685828,-73.6283981312529,45.50845369302628
3000128416,"Côte-des-Neiges - Notre-Dame-de-Grâce","2009-01","Fermée",0,0,,"42","Parc-Kent",294534.2591748265,5041176.964235829,-73.6313833095677,45.5104373617864
